X--Trace 1::[V(vi)],Y--Trace 1::[V(vi)],,X--Trace 2::[V(vo)],Y--Trace 2::[V(vo)],,,,
0.01948,0.01948,,0.01948,1.94829,,0.000290,,
0.0195,0.0195,,0.0195,1.95029,,0.000290,,
0.01952,0.01952,,0.01952,1.95229,,0.000290,,
0.01954,0.01954,,0.01954,1.95429,,0.000290,,
0.01956,0.01956,,0.01956,1.95629,,0.000290,,
0.01958,0.01958,,0.01958,1.95829,,0.000290,,
0.0196,0.0196,,0.0196,1.96029,,0.000290,,
0.01962,0.01962,,0.01962,1.96229,,0.000290,,
0.01964,0.01964,,0.01964,1.96429,,0.000290,,
0.01966,0.01966,,0.01966,1.96629,,0.000290,,
0.01968,0.01968,,0.01968,1.96829,,0.000290,,
0.0197,0.0197,,0.0197,1.97029,,0.000290,,
0.01972,0.01972,,0.01972,1.97229,,0.000290,,
0.01974,0.01974,,0.01974,1.97429,,0.000290,,
0.01976,0.01976,,0.01976,1.97629,,0.000290,,
0.01978,0.01978,,0.01978,1.97829,,0.000290,,
0.0198,0.0198,,0.0198,1.98029,,0.000290,,
0.01982,0.01982,,0.01982,1.98229,,0.000290,,
0.01984,0.01984,,0.01984,1.98429,,0.000290,,
0.01986,0.01986,,0.01986,1.98629,,0.000290,,
0.01988,0.01988,,0.01988,1.98829,,0.000290,,
0.0199,0.0199,,0.0199,1.99029,,0.000290,,
0.01992,0.01992,,0.01992,1.99229,,0.000290,,
0.01994,0.01994,,0.01994,1.99429,,0.000290,,
0.01996,0.01996,,0.01996,1.99629,,0.000290,,
0.01998,0.01998,,0.01998,1.99829,,0.000290,,
0.02,0.02,,0.02,2.00029,,0.000290,,
0.02002,0.02002,,0.02002,2.00229,,0.000290,,
0.02004,0.02004,,0.02004,2.00429,,0.000290,,
0.02006,0.02006,,0.02006,2.00629,,0.000290,,
0.02008,0.02008,,0.02008,2.00829,,0.000290,,
0.0201,0.0201,,0.0201,2.01029,,0.000290,,
0.02012,0.02012,,0.02012,2.01229,,0.000290,,
0.02014,0.02014,,0.02014,2.01429,,0.000290,,
0.02016,0.02016,,0.02016,2.01629,,0.000290,,
0.02018,0.02018,,0.02018,2.01829,,0.000290,,
0.0202,0.0202,,0.0202,2.02029,,0.000290,,
0.02022,0.02022,,0.02022,2.02229,,0.000290,,
0.02024,0.02024,,0.02024,2.02429,,0.000290,,
0.02026,0.02026,,0.02026,2.02629,,0.000290,,
0.02028,0.02028,,0.02028,2.02829,,0.000290,,
0.0203,0.0203,,0.0203,2.03029,,0.000290,,
0.02032,0.02032,,0.02032,2.03229,,0.000290,,
0.02034,0.02034,,0.02034,2.03429,,0.000290,,
0.02036,0.02036,,0.02036,2.03629,,0.000290,,
0.02038,0.02038,,0.02038,2.03829,,0.000290,,
0.0204,0.0204,,0.0204,2.04029,,0.000290,,
0.02042,0.02042,,0.02042,2.04229,,0.000290,,
0.02044,0.02044,,0.02044,2.04429,,0.000290,,
0.02046,0.02046,,0.02046,2.04629,,0.000290,,
0.02048,0.02048,,0.02048,2.04829,,0.000290,,
0.0205,0.0205,,0.0205,2.05029,,0.000290,,
0.02052,0.02052,,0.02052,2.05229,,0.000290,,
0.02054,0.02054,,0.02054,2.05429,,0.000290,,
0.02056,0.02056,,0.02056,2.05629,,0.000290,,
0.02058,0.02058,,0.02058,2.05829,,0.000290,,
0.0206,0.0206,,0.0206,2.06029,,0.000290,,
0.02062,0.02062,,0.02062,2.06229,,0.000290,,
0.02064,0.02064,,0.02064,2.06429,,0.000290,,
0.02066,0.02066,,0.02066,2.06629,,0.000290,,
0.02068,0.02068,,0.02068,2.06829,,0.000290,,
0.0207,0.0207,,0.0207,2.07029,,0.000290,,
0.02072,0.02072,,0.02072,2.07229,,0.000290,,
0.02074,0.02074,,0.02074,2.07429,,0.000290,,
0.02076,0.02076,,0.02076,2.07629,,0.000290,,
0.02078,0.02078,,0.02078,2.07829,,0.000290,,
0.0208,0.0208,,0.0208,2.08029,,0.000290,,
0.02082,0.02082,,0.02082,2.08229,,0.000290,,
0.02084,0.02084,,0.02084,2.08429,,0.000290,,
0.02086,0.02086,,0.02086,2.08629,,0.000290,,
0.02088,0.02088,,0.02088,2.08829,,0.000290,,
0.0209,0.0209,,0.0209,2.09029,,0.000290,,
0.02092,0.02092,,0.02092,2.09229,,0.000290,,
0.02094,0.02094,,0.02094,2.09429,,0.000290,,
0.02096,0.02096,,0.02096,2.09629,,0.000290,,
0.02098,0.02098,,0.02098,2.09829,,0.000290,,
0.021,0.021,,0.021,2.10029,,0.000290,,
0.02102,0.02102,,0.02102,2.10229,,0.000290,,
0.02104,0.02104,,0.02104,2.10429,,0.000290,,
0.02106,0.02106,,0.02106,2.10629,,0.000290,,
0.02108,0.02108,,0.02108,2.10829,,0.000290,,
0.0211,0.0211,,0.0211,2.11029,,0.000290,,
0.02112,0.02112,,0.02112,2.11228,,0.000280,,
0.02114,0.02114,,0.02114,2.11428,,0.000280,,
0.02116,0.02116,,0.02116,2.11628,,0.000280,,
0.02118,0.02118,,0.02118,2.11828,,0.000280,,
0.0212,0.0212,,0.0212,2.12028,,0.000280,,
0.02122,0.02122,,0.02122,2.12228,,0.000280,,
0.02124,0.02124,,0.02124,2.12428,,0.000280,,
0.02126,0.02126,,0.02126,2.12628,,0.000280,,
0.02128,0.02128,,0.02128,2.12828,,0.000280,,
0.0213,0.0213,,0.0213,2.13028,,0.000280,,
0.02132,0.02132,,0.02132,2.13228,,0.000280,,
0.02134,0.02134,,0.02134,2.13428,,0.000280,,
0.02136,0.02136,,0.02136,2.13628,,0.000280,,
0.02138,0.02138,,0.02138,2.13828,,0.000280,,
0.0214,0.0214,,0.0214,2.14028,,0.000280,,
0.02142,0.02142,,0.02142,2.14228,,0.000280,,
0.02144,0.02144,,0.02144,2.14428,,0.000280,,
0.02146,0.02146,,0.02146,2.14628,,0.000280,,
0.02148,0.02148,,0.02148,2.14828,,0.000280,,
0.0215,0.0215,,0.0215,2.15028,,0.000280,,
0.02152,0.02152,,0.02152,2.15228,,0.000280,,
0.02154,0.02154,,0.02154,2.15428,,0.000280,,
0.02156,0.02156,,0.02156,2.15628,,0.000280,,
0.02158,0.02158,,0.02158,2.15828,,0.000280,,
0.0216,0.0216,,0.0216,2.16028,,0.000280,,
0.02162,0.02162,,0.02162,2.16228,,0.000280,,
0.02164,0.02164,,0.02164,2.16428,,0.000280,,
0.02166,0.02166,,0.02166,2.16628,,0.000280,,
0.02168,0.02168,,0.02168,2.16828,,0.000280,,
0.0217,0.0217,,0.0217,2.17028,,0.000280,,
0.02172,0.02172,,0.02172,2.17228,,0.000280,,
0.02174,0.02174,,0.02174,2.17428,,0.000280,,
0.02176,0.02176,,0.02176,2.17628,,0.000280,,
0.02178,0.02178,,0.02178,2.17828,,0.000280,,
0.0218,0.0218,,0.0218,2.18028,,0.000280,,
0.02182,0.02182,,0.02182,2.18228,,0.000280,,
0.02184,0.02184,,0.02184,2.18428,,0.000280,,
0.02186,0.02186,,0.02186,2.18628,,0.000280,,
0.02188,0.02188,,0.02188,2.18828,,0.000280,,
0.0219,0.0219,,0.0219,2.19028,,0.000280,,
0.02192,0.02192,,0.02192,2.19228,,0.000280,,
0.02194,0.02194,,0.02194,2.19428,,0.000280,,
0.02196,0.02196,,0.02196,2.19628,,0.000280,,
0.02198,0.02198,,0.02198,2.19828,,0.000280,,
0.022,0.022,,0.022,2.20028,,0.000280,,
0.02202,0.02202,,0.02202,2.20228,,0.000280,,
0.02204,0.02204,,0.02204,2.20428,,0.000280,,
0.02206,0.02206,,0.02206,2.20628,,0.000280,,
0.02208,0.02208,,0.02208,2.20828,,0.000280,,
0.0221,0.0221,,0.0221,2.21028,,0.000280,,
0.02212,0.02212,,0.02212,2.21228,,0.000280,,
0.02214,0.02214,,0.02214,2.21428,,0.000280,,
0.02216,0.02216,,0.02216,2.21628,,0.000280,,
0.02218,0.02218,,0.02218,2.21828,,0.000280,,
0.0222,0.0222,,0.0222,2.22028,,0.000280,,
0.02222,0.02222,,0.02222,2.22228,,0.000280,,
0.02224,0.02224,,0.02224,2.22428,,0.000280,,
0.02226,0.02226,,0.02226,2.22628,,0.000280,,
0.02228,0.02228,,0.02228,2.22828,,0.000280,,
0.0223,0.0223,,0.0223,2.23028,,0.000280,,
0.02232,0.02232,,0.02232,2.23228,,0.000280,,
0.02234,0.02234,,0.02234,2.23428,,0.000280,,
0.02236,0.02236,,0.02236,2.23628,,0.000280,,
0.02238,0.02238,,0.02238,2.23828,,0.000280,,
0.0224,0.0224,,0.0224,2.24028,,0.000280,,
0.02242,0.02242,,0.02242,2.24228,,0.000280,,
0.02244,0.02244,,0.02244,2.24428,,0.000280,,
0.02246,0.02246,,0.02246,2.24628,,0.000280,,
0.02248,0.02248,,0.02248,2.24828,,0.000280,,
0.0225,0.0225,,0.0225,2.25028,,0.000280,,
0.02252,0.02252,,0.02252,2.25228,,0.000280,,
0.02254,0.02254,,0.02254,2.25428,,0.000280,,
0.02256,0.02256,,0.02256,2.25628,,0.000280,,
0.02258,0.02258,,0.02258,2.25828,,0.000280,,
0.0226,0.0226,,0.0226,2.26028,,0.000280,,
0.02262,0.02262,,0.02262,2.26228,,0.000280,,
0.02264,0.02264,,0.02264,2.26428,,0.000280,,
0.02266,0.02266,,0.02266,2.26628,,0.000280,,
0.02268,0.02268,,0.02268,2.26828,,0.000280,,
0.0227,0.0227,,0.0227,2.27028,,0.000280,,
0.02272,0.02272,,0.02272,2.27228,,0.000280,,
0.02274,0.02274,,0.02274,2.27428,,0.000280,,
0.02276,0.02276,,0.02276,2.27628,,0.000280,,
0.02278,0.02278,,0.02278,2.27828,,0.000280,,
0.0228,0.0228,,0.0228,2.28028,,0.000280,,
0.02282,0.02282,,0.02282,2.28228,,0.000280,,
0.02284,0.02284,,0.02284,2.28428,,0.000280,,
0.02286,0.02286,,0.02286,2.28628,,0.000280,,
0.02288,0.02288,,0.02288,2.28828,,0.000280,,
0.0229,0.0229,,0.0229,2.29028,,0.000280,,
0.02292,0.02292,,0.02292,2.29228,,0.000280,,
0.02294,0.02294,,0.02294,2.29428,,0.000280,,
0.02296,0.02296,,0.02296,2.29628,,0.000280,,
0.02298,0.02298,,0.02298,2.29828,,0.000280,,
0.023,0.023,,0.023,2.30028,,0.000280,,
0.02302,0.02302,,0.02302,2.30228,,0.000280,,
0.02304,0.02304,,0.02304,2.30428,,0.000280,,
0.02306,0.02306,,0.02306,2.30628,,0.000280,,
0.02308,0.02308,,0.02308,2.30828,,0.000280,,
0.0231,0.0231,,0.0231,2.31028,,0.000280,,
0.02312,0.02312,,0.02312,2.31228,,0.000280,,
0.02314,0.02314,,0.02314,2.31428,,0.000280,,
0.02316,0.02316,,0.02316,2.31628,,0.000280,,
0.02318,0.02318,,0.02318,2.31828,,0.000280,,
0.0232,0.0232,,0.0232,2.32028,,0.000280,,
0.02322,0.02322,,0.02322,2.32228,,0.000280,,
0.02324,0.02324,,0.02324,2.32428,,0.000280,,
0.02326,0.02326,,0.02326,2.32628,,0.000280,,
0.02328,0.02328,,0.02328,2.32828,,0.000280,,
0.0233,0.0233,,0.0233,2.33028,,0.000280,,
0.02332,0.02332,,0.02332,2.33228,,0.000280,,
0.02334,0.02334,,0.02334,2.33428,,0.000280,,
0.02336,0.02336,,0.02336,2.33628,,0.000280,,
0.02338,0.02338,,0.02338,2.33828,,0.000280,,
0.0234,0.0234,,0.0234,2.34028,,0.000280,,
0.02342,0.02342,,0.02342,2.34228,,0.000280,,
0.02344,0.02344,,0.02344,2.34428,,0.000280,,
0.02346,0.02346,,0.02346,2.34628,,0.000280,,
0.02348,0.02348,,0.02348,2.34828,,0.000280,,
0.0235,0.0235,,0.0235,2.35028,,0.000280,,
0.02352,0.02352,,0.02352,2.35228,,0.000280,,
0.02354,0.02354,,0.02354,2.35428,,0.000280,,
0.02356,0.02356,,0.02356,2.35628,,0.000280,,
0.02358,0.02358,,0.02358,2.35828,,0.000280,,
0.0236,0.0236,,0.0236,2.36028,,0.000280,,
0.02362,0.02362,,0.02362,2.36228,,0.000280,,
0.02364,0.02364,,0.02364,2.36428,,0.000280,,
0.02366,0.02366,,0.02366,2.36628,,0.000280,,
0.02368,0.02368,,0.02368,2.36828,,0.000280,,
0.0237,0.0237,,0.0237,2.37028,,0.000280,,
0.02372,0.02372,,0.02372,2.37228,,0.000280,,
0.02374,0.02374,,0.02374,2.37428,,0.000280,,
0.02376,0.02376,,0.02376,2.37628,,0.000280,,
0.02378,0.02378,,0.02378,2.37828,,0.000280,,
0.0238,0.0238,,0.0238,2.38028,,0.000280,,
0.02382,0.02382,,0.02382,2.38228,,0.000280,,
0.02384,0.02384,,0.02384,2.38428,,0.000280,,
0.02386,0.02386,,0.02386,2.38628,,0.000280,,
0.02388,0.02388,,0.02388,2.38828,,0.000280,,
0.0239,0.0239,,0.0239,2.39028,,0.000280,,
0.02392,0.02392,,0.02392,2.39228,,0.000280,,
0.02394,0.02394,,0.02394,2.39428,,0.000280,,
0.02396,0.02396,,0.02396,2.39628,,0.000280,,
0.02398,0.02398,,0.02398,2.39828,,0.000280,,
0.024,0.024,,0.024,2.40028,,0.000280,,
0.02402,0.02402,,0.02402,2.40228,,0.000280,,
0.02404,0.02404,,0.02404,2.40428,,0.000280,,
0.02406,0.02406,,0.02406,2.40628,,0.000280,,
0.02408,0.02408,,0.02408,2.40828,,0.000280,,
0.0241,0.0241,,0.0241,2.41028,,0.000280,,
0.02412,0.02412,,0.02412,2.41228,,0.000280,,
0.02414,0.02414,,0.02414,2.41428,,0.000280,,
0.02416,0.02416,,0.02416,2.41628,,0.000280,,
0.02418,0.02418,,0.02418,2.41828,,0.000280,,
0.0242,0.0242,,0.0242,2.42028,,0.000280,,
0.02422,0.02422,,0.02422,2.42228,,0.000280,,
0.02424,0.02424,,0.02424,2.42428,,0.000280,,
0.02426,0.02426,,0.02426,2.42628,,0.000280,,
0.02428,0.02428,,0.02428,2.42828,,0.000280,,
0.0243,0.0243,,0.0243,2.43028,,0.000280,,
0.02432,0.02432,,0.02432,2.43228,,0.000280,,
0.02434,0.02434,,0.02434,2.43428,,0.000280,,
0.02436,0.02436,,0.02436,2.43628,,0.000280,,
0.02438,0.02438,,0.02438,2.43828,,0.000280,,
0.0244,0.0244,,0.0244,2.44028,,0.000280,,
0.02442,0.02442,,0.02442,2.44228,,0.000280,,
0.02444,0.02444,,0.02444,2.44428,,0.000280,,
0.02446,0.02446,,0.02446,2.44628,,0.000280,,
0.02448,0.02448,,0.02448,2.44828,,0.000280,,
0.0245,0.0245,,0.0245,2.45028,,0.000280,,
0.02452,0.02452,,0.02452,2.45228,,0.000280,,
0.02454,0.02454,,0.02454,2.45428,,0.000280,,
0.02456,0.02456,,0.02456,2.45628,,0.000280,,
0.02458,0.02458,,0.02458,2.45828,,0.000280,,
0.0246,0.0246,,0.0246,2.46028,,0.000280,,
0.02462,0.02462,,0.02462,2.46227,,0.000270,,
0.02464,0.02464,,0.02464,2.46427,,0.000270,,
0.02466,0.02466,,0.02466,2.46627,,0.000270,,
0.02468,0.02468,,0.02468,2.46827,,0.000270,,
0.0247,0.0247,,0.0247,2.47027,,0.000270,,
0.02472,0.02472,,0.02472,2.47227,,0.000270,,
0.02474,0.02474,,0.02474,2.47427,,0.000270,,
0.02476,0.02476,,0.02476,2.47627,,0.000270,,
0.02478,0.02478,,0.02478,2.47827,,0.000270,,
0.0248,0.0248,,0.0248,2.48027,,0.000270,,
0.02482,0.02482,,0.02482,2.48227,,0.000270,,
0.02484,0.02484,,0.02484,2.48427,,0.000270,,
0.02486,0.02486,,0.02486,2.48627,,0.000270,,
0.02488,0.02488,,0.02488,2.48827,,0.000270,,
0.0249,0.0249,,0.0249,2.49027,,0.000270,,
0.02492,0.02492,,0.02492,2.49227,,0.000270,,
0.02494,0.02494,,0.02494,2.49427,,0.000270,,
0.02496,0.02496,,0.02496,2.49627,,0.000270,,
0.02498,0.02498,,0.02498,2.49827,,0.000270,,
0.025,0.025,,0.025,2.50027,,0.000270,,
0.02502,0.02502,,0.02502,2.50227,,0.000270,,
0.02504,0.02504,,0.02504,2.50427,,0.000270,,
0.02506,0.02506,,0.02506,2.50627,,0.000270,,
0.02508,0.02508,,0.02508,2.50827,,0.000270,,
0.0251,0.0251,,0.0251,2.51027,,0.000270,,
0.02512,0.02512,,0.02512,2.51227,,0.000270,,
0.02514,0.02514,,0.02514,2.51427,,0.000270,,
0.02516,0.02516,,0.02516,2.51627,,0.000270,,
0.02518,0.02518,,0.02518,2.51827,,0.000270,,
0.0252,0.0252,,0.0252,2.52027,,0.000270,,
0.02522,0.02522,,0.02522,2.52227,,0.000270,,
0.02524,0.02524,,0.02524,2.52427,,0.000270,,
0.02526,0.02526,,0.02526,2.52627,,0.000270,,
0.02528,0.02528,,0.02528,2.52827,,0.000270,,
0.0253,0.0253,,0.0253,2.53027,,0.000270,,
0.02532,0.02532,,0.02532,2.53227,,0.000270,,
0.02534,0.02534,,0.02534,2.53427,,0.000270,,
0.02536,0.02536,,0.02536,2.53627,,0.000270,,
0.02538,0.02538,,0.02538,2.53827,,0.000270,,
0.0254,0.0254,,0.0254,2.54027,,0.000270,,
0.02542,0.02542,,0.02542,2.54227,,0.000270,,
0.02544,0.02544,,0.02544,2.54427,,0.000270,,
0.02546,0.02546,,0.02546,2.54627,,0.000270,,
0.02548,0.02548,,0.02548,2.54827,,0.000270,,
0.0255,0.0255,,0.0255,2.55027,,0.000270,,
0.02552,0.02552,,0.02552,2.55227,,0.000270,,
0.02554,0.02554,,0.02554,2.55427,,0.000270,,
0.02556,0.02556,,0.02556,2.55627,,0.000270,,
0.02558,0.02558,,0.02558,2.55827,,0.000270,,
0.0256,0.0256,,0.0256,2.56027,,0.000270,,
0.02562,0.02562,,0.02562,2.56227,,0.000270,,
0.02564,0.02564,,0.02564,2.56427,,0.000270,,
0.02566,0.02566,,0.02566,2.56627,,0.000270,,
0.02568,0.02568,,0.02568,2.56827,,0.000270,,
0.0257,0.0257,,0.0257,2.57027,,0.000270,,
0.02572,0.02572,,0.02572,2.57227,,0.000270,,
0.02574,0.02574,,0.02574,2.57427,,0.000270,,
0.02576,0.02576,,0.02576,2.57627,,0.000270,,
0.02578,0.02578,,0.02578,2.57827,,0.000270,,
0.0258,0.0258,,0.0258,2.58027,,0.000270,,
0.02582,0.02582,,0.02582,2.58227,,0.000270,,
0.02584,0.02584,,0.02584,2.58427,,0.000270,,
0.02586,0.02586,,0.02586,2.58627,,0.000270,,
0.02588,0.02588,,0.02588,2.58827,,0.000270,,
0.0259,0.0259,,0.0259,2.59027,,0.000270,,
0.02592,0.02592,,0.02592,2.59227,,0.000270,,
0.02594,0.02594,,0.02594,2.59427,,0.000270,,
0.02596,0.02596,,0.02596,2.59627,,0.000270,,
0.02598,0.02598,,0.02598,2.59827,,0.000270,,
0.026,0.026,,0.026,2.60027,,0.000270,,
0.02602,0.02602,,0.02602,2.60227,,0.000270,,
0.02604,0.02604,,0.02604,2.60427,,0.000270,,
0.02606,0.02606,,0.02606,2.60627,,0.000270,,
0.02608,0.02608,,0.02608,2.60827,,0.000270,,
0.0261,0.0261,,0.0261,2.61027,,0.000270,,
0.02612,0.02612,,0.02612,2.61227,,0.000270,,
0.02614,0.02614,,0.02614,2.61427,,0.000270,,
0.02616,0.02616,,0.02616,2.61627,,0.000270,,
0.02618,0.02618,,0.02618,2.61827,,0.000270,,
0.0262,0.0262,,0.0262,2.62027,,0.000270,,
0.02622,0.02622,,0.02622,2.62227,,0.000270,,
0.02624,0.02624,,0.02624,2.62427,,0.000270,,
0.02626,0.02626,,0.02626,2.62627,,0.000270,,
0.02628,0.02628,,0.02628,2.62827,,0.000270,,
0.0263,0.0263,,0.0263,2.63027,,0.000270,,
0.02632,0.02632,,0.02632,2.63227,,0.000270,,
0.02634,0.02634,,0.02634,2.63427,,0.000270,,
0.02636,0.02636,,0.02636,2.63627,,0.000270,,
0.02638,0.02638,,0.02638,2.63827,,0.000270,,
0.0264,0.0264,,0.0264,2.64027,,0.000270,,
0.02642,0.02642,,0.02642,2.64227,,0.000270,,
0.02644,0.02644,,0.02644,2.64427,,0.000270,,
0.02646,0.02646,,0.02646,2.64627,,0.000270,,
0.02648,0.02648,,0.02648,2.64827,,0.000270,,
0.0265,0.0265,,0.0265,2.65027,,0.000270,,
0.02652,0.02652,,0.02652,2.65227,,0.000270,,
0.02654,0.02654,,0.02654,2.65427,,0.000270,,
0.02656,0.02656,,0.02656,2.65627,,0.000270,,
0.02658,0.02658,,0.02658,2.65827,,0.000270,,
0.0266,0.0266,,0.0266,2.66027,,0.000270,,
0.02662,0.02662,,0.02662,2.66227,,0.000270,,
0.02664,0.02664,,0.02664,2.66427,,0.000270,,
0.02666,0.02666,,0.02666,2.66627,,0.000270,,
0.02668,0.02668,,0.02668,2.66827,,0.000270,,
0.0267,0.0267,,0.0267,2.67027,,0.000270,,
0.02672,0.02672,,0.02672,2.67227,,0.000270,,
0.02674,0.02674,,0.02674,2.67427,,0.000270,,
0.02676,0.02676,,0.02676,2.67627,,0.000270,,
0.02678,0.02678,,0.02678,2.67827,,0.000270,,
0.0268,0.0268,,0.0268,2.68027,,0.000270,,
0.02682,0.02682,,0.02682,2.68227,,0.000270,,
0.02684,0.02684,,0.02684,2.68427,,0.000270,,
0.02686,0.02686,,0.02686,2.68627,,0.000270,,
0.02688,0.02688,,0.02688,2.68827,,0.000270,,
0.0269,0.0269,,0.0269,2.69027,,0.000270,,
0.02692,0.02692,,0.02692,2.69227,,0.000270,,
0.02694,0.02694,,0.02694,2.69427,,0.000270,,
0.02696,0.02696,,0.02696,2.69627,,0.000270,,
0.02698,0.02698,,0.02698,2.69827,,0.000270,,
0.027,0.027,,0.027,2.70027,,0.000270,,
0.02702,0.02702,,0.02702,2.70227,,0.000270,,
0.02704,0.02704,,0.02704,2.70427,,0.000270,,
0.02706,0.02706,,0.02706,2.70627,,0.000270,,
0.02708,0.02708,,0.02708,2.70827,,0.000270,,
0.0271,0.0271,,0.0271,2.71027,,0.000270,,
0.02712,0.02712,,0.02712,2.71227,,0.000270,,
0.02714,0.02714,,0.02714,2.71427,,0.000270,,
0.02716,0.02716,,0.02716,2.71627,,0.000270,,
0.02718,0.02718,,0.02718,2.71827,,0.000270,,
0.0272,0.0272,,0.0272,2.72027,,0.000270,,
0.02722,0.02722,,0.02722,2.72227,,0.000270,,
0.02724,0.02724,,0.02724,2.72427,,0.000270,,
0.02726,0.02726,,0.02726,2.72627,,0.000270,,
0.02728,0.02728,,0.02728,2.72827,,0.000270,,
0.0273,0.0273,,0.0273,2.73027,,0.000270,,
0.02732,0.02732,,0.02732,2.73227,,0.000270,,
0.02734,0.02734,,0.02734,2.73427,,0.000270,,
0.02736,0.02736,,0.02736,2.73627,,0.000270,,
0.02738,0.02738,,0.02738,2.73827,,0.000270,,
0.0274,0.0274,,0.0274,2.74027,,0.000270,,
0.02742,0.02742,,0.02742,2.74227,,0.000270,,
0.02744,0.02744,,0.02744,2.74427,,0.000270,,
0.02746,0.02746,,0.02746,2.74627,,0.000270,,
0.02748,0.02748,,0.02748,2.74827,,0.000270,,
0.0275,0.0275,,0.0275,2.75027,,0.000270,,
0.02752,0.02752,,0.02752,2.75227,,0.000270,,
0.02754,0.02754,,0.02754,2.75427,,0.000270,,
0.02756,0.02756,,0.02756,2.75627,,0.000270,,
0.02758,0.02758,,0.02758,2.75827,,0.000270,,
0.0276,0.0276,,0.0276,2.76027,,0.000270,,
0.02762,0.02762,,0.02762,2.76227,,0.000270,,
0.02764,0.02764,,0.02764,2.76427,,0.000270,,
0.02766,0.02766,,0.02766,2.76627,,0.000270,,
0.02768,0.02768,,0.02768,2.76827,,0.000270,,
0.0277,0.0277,,0.0277,2.77027,,0.000270,,
0.02772,0.02772,,0.02772,2.77227,,0.000270,,
0.02774,0.02774,,0.02774,2.77427,,0.000270,,
0.02776,0.02776,,0.02776,2.77627,,0.000270,,
0.02778,0.02778,,0.02778,2.77827,,0.000270,,
0.0278,0.0278,,0.0278,2.78027,,0.000270,,
0.02782,0.02782,,0.02782,2.78227,,0.000270,,
0.02784,0.02784,,0.02784,2.78427,,0.000270,,
0.02786,0.02786,,0.02786,2.78627,,0.000270,,
0.02788,0.02788,,0.02788,2.78827,,0.000270,,
0.0279,0.0279,,0.0279,2.79027,,0.000270,,
0.02792,0.02792,,0.02792,2.79227,,0.000270,,
0.02794,0.02794,,0.02794,2.79427,,0.000270,,
0.02796,0.02796,,0.02796,2.79627,,0.000270,,
0.02798,0.02798,,0.02798,2.79827,,0.000270,,
0.028,0.028,,0.028,2.80027,,0.000270,,
0.02802,0.02802,,0.02802,2.80227,,0.000270,,
0.02804,0.02804,,0.02804,2.80427,,0.000270,,
0.02806,0.02806,,0.02806,2.80627,,0.000270,,
0.02808,0.02808,,0.02808,2.80827,,0.000270,,
0.0281,0.0281,,0.0281,2.81027,,0.000270,,
0.02812,0.02812,,0.02812,2.81226,,0.000260,,
0.02814,0.02814,,0.02814,2.81426,,0.000260,,
0.02816,0.02816,,0.02816,2.81626,,0.000260,,
0.02818,0.02818,,0.02818,2.81826,,0.000260,,
0.0282,0.0282,,0.0282,2.82026,,0.000260,,
0.02822,0.02822,,0.02822,2.82226,,0.000260,,
0.02824,0.02824,,0.02824,2.82426,,0.000260,,
0.02826,0.02826,,0.02826,2.82626,,0.000260,,
0.02828,0.02828,,0.02828,2.82826,,0.000260,,
0.0283,0.0283,,0.0283,2.83026,,0.000260,,
0.02832,0.02832,,0.02832,2.83226,,0.000260,,
0.02834,0.02834,,0.02834,2.83426,,0.000260,,
0.02836,0.02836,,0.02836,2.83626,,0.000260,,
0.02838,0.02838,,0.02838,2.83826,,0.000260,,
0.0284,0.0284,,0.0284,2.84026,,0.000260,,
0.02842,0.02842,,0.02842,2.84226,,0.000260,,
0.02844,0.02844,,0.02844,2.84426,,0.000260,,
0.02846,0.02846,,0.02846,2.84626,,0.000260,,
0.02848,0.02848,,0.02848,2.84826,,0.000260,,
0.0285,0.0285,,0.0285,2.85026,,0.000260,,
0.02852,0.02852,,0.02852,2.85226,,0.000260,,
0.02854,0.02854,,0.02854,2.85426,,0.000260,,
0.02856,0.02856,,0.02856,2.85626,,0.000260,,
0.02858,0.02858,,0.02858,2.85826,,0.000260,,
0.0286,0.0286,,0.0286,2.86026,,0.000260,,
0.02862,0.02862,,0.02862,2.86226,,0.000260,,
0.02864,0.02864,,0.02864,2.86426,,0.000260,,
0.02866,0.02866,,0.02866,2.86626,,0.000260,,
0.02868,0.02868,,0.02868,2.86826,,0.000260,,
0.0287,0.0287,,0.0287,2.87026,,0.000260,,
0.02872,0.02872,,0.02872,2.87226,,0.000260,,
0.02874,0.02874,,0.02874,2.87426,,0.000260,,
0.02876,0.02876,,0.02876,2.87626,,0.000260,,
0.02878,0.02878,,0.02878,2.87826,,0.000260,,
0.0288,0.0288,,0.0288,2.88026,,0.000260,,
0.02882,0.02882,,0.02882,2.88226,,0.000260,,
0.02884,0.02884,,0.02884,2.88426,,0.000260,,
0.02886,0.02886,,0.02886,2.88626,,0.000260,,
0.02888,0.02888,,0.02888,2.88826,,0.000260,,
0.0289,0.0289,,0.0289,2.89026,,0.000260,,
0.02892,0.02892,,0.02892,2.89226,,0.000260,,
0.02894,0.02894,,0.02894,2.89426,,0.000260,,
0.02896,0.02896,,0.02896,2.89626,,0.000260,,
0.02898,0.02898,,0.02898,2.89826,,0.000260,,
0.029,0.029,,0.029,2.90026,,0.000260,,
0.02902,0.02902,,0.02902,2.90226,,0.000260,,
0.02904,0.02904,,0.02904,2.90426,,0.000260,,
0.02906,0.02906,,0.02906,2.90626,,0.000260,,
0.02908,0.02908,,0.02908,2.90826,,0.000260,,
